Listening to port 4567
Connected!!!
NIS for Lidar:	0.101953
NIS for Radar:	1.95136
NIS for Lidar:	1.14123
NIS for Radar:	1.17093
NIS for Lidar:	3.01397
NIS for Radar:	0.849683
NIS for Lidar:	0.724296
NIS for Radar:	0.368111
NIS for Lidar:	2.10638
NIS for Radar:	4.76638
NIS for Lidar:	3.2209
NIS for Radar:	0.124944
NIS for Lidar:	2.42131
NIS for Radar:	2.29866
NIS for Lidar:	3.23629
NIS for Radar:	0.604999
NIS for Lidar:	3.03216
NIS for Radar:	1.26676
NIS for Lidar:	2.74453
NIS for Radar:	3.18194
NIS for Lidar:	0.896231
NIS for Radar:	7.48125
NIS for Lidar:	1.6467
NIS for Radar:	3.92499
NIS for Lidar:	2.41549
NIS for Radar:	5.3521
NIS for Lidar:	0.229233
NIS for Radar:	13.9264
NIS for Lidar:	3.5463
NIS for Radar:	2.89955
NIS for Lidar:	2.15497
NIS for Radar:	5.42407
NIS for Lidar:	1.06335
NIS for Radar:	2.32924
NIS for Lidar:	1.45007
NIS for Radar:	1.59458
NIS for Lidar:	1.20845
NIS for Radar:	1.65089
NIS for Lidar:	0.756159
NIS for Radar:	1.96256
NIS for Lidar:	2.68922
NIS for Radar:	3.074
NIS for Lidar:	1.12412
NIS for Radar:	10.9915
NIS for Lidar:	1.93271
NIS for Radar:	1.47857
NIS for Lidar:	0.173665
NIS for Radar:	1.40998
NIS for Lidar:	0.852336
NIS for Radar:	0.493829
NIS for Lidar:	0.318671
NIS for Radar:	8.4435
NIS for Lidar:	2.3404
NIS for Radar:	4.27386
NIS for Lidar:	5.11889
NIS for Radar:	2.18673
NIS for Lidar:	0.57162
NIS for Radar:	1.97542
NIS for Lidar:	0.814264
NIS for Radar:	6.48198
NIS for Lidar:	0.640339
NIS for Radar:	1.66437
NIS for Lidar:	0.247113
NIS for Radar:	3.2023
NIS for Lidar:	2.79185
NIS for Radar:	3.18116
NIS for Lidar:	0.941914
NIS for Radar:	9.94946
NIS for Lidar:	0.739408
NIS for Radar:	3.80607
NIS for Lidar:	1.49521
NIS for Radar:	6.29394
NIS for Lidar:	2.1719
NIS for Radar:	1.8031
NIS for Lidar:	0.865719
NIS for Radar:	0.936279
NIS for Lidar:	0.564154
NIS for Radar:	0.187556
NIS for Lidar:	1.57269
NIS for Radar:	2.37558
NIS for Lidar:	0.159148
NIS for Radar:	1.76585
NIS for Lidar:	2.00913
NIS for Radar:	2.6066
NIS for Lidar:	0.133952
NIS for Radar:	1.09162
NIS for Lidar:	2.04556
NIS for Radar:	1.25313
NIS for Lidar:	0.75743
NIS for Radar:	4.4318
NIS for Lidar:	0.833788
NIS for Radar:	4.84047
NIS for Lidar:	3.05141
NIS for Radar:	0.99075
NIS for Lidar:	1.73277
NIS for Radar:	2.61382
NIS for Lidar:	0.977396
NIS for Radar:	1.50608
NIS for Lidar:	2.48271
NIS for Radar:	4.27863
NIS for Lidar:	2.79642
NIS for Radar:	0.0336617
NIS for Lidar:	0.179425
NIS for Radar:	3.33994
NIS for Lidar:	3.94588
NIS for Radar:	0.338489
NIS for Lidar:	1.08587
NIS for Radar:	0.816366
NIS for Lidar:	0.775556
NIS for Radar:	3.14378
NIS for Lidar:	1.59655
NIS for Radar:	1.42947
NIS for Lidar:	1.20817
NIS for Radar:	1.49409
NIS for Lidar:	2.42877
NIS for Radar:	5.03263
NIS for Lidar:	0.37044
NIS for Radar:	1.53015
NIS for Lidar:	1.26772
NIS for Radar:	1.47688
NIS for Lidar:	1.64373
NIS for Radar:	7.31505
NIS for Lidar:	3.32505
NIS for Radar:	3.45211
NIS for Lidar:	1.80746
NIS for Radar:	2.36055
NIS for Lidar:	6.89255
NIS for Radar:	2.77649
NIS for Lidar:	0.21254
NIS for Radar:	2.20457
NIS for Lidar:	0.799451
NIS for Radar:	5.20346
NIS for Lidar:	2.10923
NIS for Radar:	1.41114
NIS for Lidar:	3.0272
NIS for Radar:	1.42005
NIS for Lidar:	1.22859
NIS for Radar:	1.41986
NIS for Lidar:	3.71211
NIS for Radar:	3.22017
NIS for Lidar:	0.0364374
NIS for Radar:	1.14627
NIS for Lidar:	1.82689
NIS for Radar:	2.77584
NIS for Lidar:	2.67155
NIS for Radar:	1.07612
NIS for Lidar:	1.83817
NIS for Radar:	1.25392
NIS for Lidar:	2.95989
NIS for Radar:	3.52083
NIS for Lidar:	0.58398
NIS for Radar:	4.24077
NIS for Lidar:	0.605163
NIS for Radar:	3.40287
NIS for Lidar:	6.30908
NIS for Radar:	3.70176
NIS for Lidar:	5.30441
NIS for Radar:	0.713931
NIS for Lidar:	2.44958
NIS for Radar:	1.17228
NIS for Lidar:	3.00112
NIS for Radar:	0.983992
NIS for Lidar:	1.14718
NIS for Radar:	3.43098
NIS for Lidar:	4.25089
NIS for Radar:	2.52998
NIS for Lidar:	1.16145
NIS for Radar:	4.79213
NIS for Lidar:	0.249566
NIS for Radar:	5.57659
NIS for Lidar:	2.465
NIS for Radar:	9.97297
NIS for Lidar:	1.82454
NIS for Radar:	1.19506
NIS for Lidar:	1.64706
NIS for Radar:	4.59045
NIS for Lidar:	0.0262852
NIS for Radar:	5.67475
NIS for Lidar:	2.32319
NIS for Radar:	4.91534
NIS for Lidar:	1.72946
NIS for Radar:	0.277373
NIS for Lidar:	3.94704
NIS for Radar:	5.06479
NIS for Lidar:	4.97515
NIS for Radar:	1.36181
NIS for Lidar:	0.295907
NIS for Radar:	6.42173
NIS for Lidar:	0.258468
NIS for Radar:	3.34049
NIS for Lidar:	1.06627
NIS for Radar:	0.377938
NIS for Lidar:	1.08305
NIS for Radar:	6.56842
NIS for Lidar:	1.95261
NIS for Radar:	2.69897
NIS for Lidar:	3.59653
NIS for Radar:	1.56178
NIS for Lidar:	2.85293
NIS for Radar:	4.87685
NIS for Lidar:	0.957636
NIS for Radar:	6.08722
NIS for Lidar:	1.07858
NIS for Radar:	5.32015
NIS for Lidar:	4.62228
NIS for Radar:	6.75451
NIS for Lidar:	0.508485
NIS for Radar:	1.8731
NIS for Lidar:	2.49429
NIS for Radar:	5.83231
NIS for Lidar:	0.00660029
NIS for Radar:	4.71082
NIS for Lidar:	2.01798
NIS for Radar:	2.61639
NIS for Lidar:	0.667428
NIS for Radar:	0.310782
NIS for Lidar:	2.10865
NIS for Radar:	4.40652
NIS for Lidar:	7.47343
NIS for Radar:	0.869356
NIS for Lidar:	0.967773
NIS for Radar:	0.484317
NIS for Lidar:	1.51812
NIS for Radar:	2.46343
NIS for Lidar:	0.112742
NIS for Radar:	4.49864
NIS for Lidar:	2.86057
NIS for Radar:	0.508107
NIS for Lidar:	0.553679
NIS for Radar:	6.34624
NIS for Lidar:	6.53694
NIS for Radar:	1.19722
NIS for Lidar:	0.0204662
NIS for Radar:	8.28587
NIS for Lidar:	1.78312
NIS for Radar:	1.34953
NIS for Lidar:	4.82733
NIS for Radar:	2.68353
NIS for Lidar:	5.24225
NIS for Radar:	1.37225
NIS for Lidar:	2.67145
NIS for Radar:	2.16601
NIS for Lidar:	3.90779
NIS for Radar:	2.11242
NIS for Lidar:	2.38023
NIS for Radar:	3.15591
NIS for Lidar:	3.28427
NIS for Radar:	2.2011
NIS for Lidar:	6.81551
NIS for Radar:	3.43002
NIS for Lidar:	4.2356
NIS for Radar:	4.8379
NIS for Lidar:	1.07112
NIS for Radar:	3.04133
NIS for Lidar:	0.357856
NIS for Radar:	0.236404
NIS for Lidar:	5.49938
NIS for Radar:	4.29241
NIS for Lidar:	4.72532
NIS for Radar:	2.44132
NIS for Lidar:	1.88564
NIS for Radar:	2.9556
NIS for Lidar:	2.0243
NIS for Radar:	5.45783
NIS for Lidar:	3.21493
NIS for Radar:	6.6787
NIS for Lidar:	0.70466
NIS for Radar:	1.87158
NIS for Lidar:	1.17592
NIS for Radar:	1.12101
NIS for Lidar:	1.09917
NIS for Radar:	1.67554
NIS for Lidar:	0.184548
NIS for Radar:	4.21266
NIS for Lidar:	4.51701
NIS for Radar:	1.54256
NIS for Lidar:	3.07778
NIS for Radar:	5.78024
NIS for Lidar:	11.2914
NIS for Radar:	1.43052
NIS for Lidar:	1.06522
NIS for Radar:	2.37269
NIS for Lidar:	1.40483
NIS for Radar:	1.77192
NIS for Lidar:	1.59304
NIS for Radar:	6.64623
NIS for Lidar:	0.0982106
NIS for Radar:	2.11055
NIS for Lidar:	0.994318
NIS for Radar:	0.960098
NIS for Lidar:	6.74321
NIS for Radar:	4.0588
NIS for Lidar:	2.42162
NIS for Radar:	1.36139
NIS for Lidar:	0.941543
NIS for Radar:	0.875254
NIS for Lidar:	1.59517
NIS for Radar:	2.27927
NIS for Lidar:	4.67322
NIS for Radar:	3.46452
NIS for Lidar:	5.87029
NIS for Radar:	0.643649
NIS for Lidar:	2.27243
NIS for Radar:	2.28523
NIS for Lidar:	0.0978592
NIS for Radar:	0.870367
NIS for Lidar:	0.66755
NIS for Radar:	6.54298
NIS for Lidar:	0.468469
NIS for Radar:	0.484045
NIS for Lidar:	0.769285
NIS for Radar:	10.0403
NIS for Lidar:	2.60296
NIS for Radar:	3.57842
NIS for Lidar:	6.00652
NIS for Radar:	1.33883
NIS for Lidar:	2.49512
NIS for Radar:	1.09114
NIS for Lidar:	4.20201
NIS for Radar:	0.657343
NIS for Lidar:	0.690883
NIS for Radar:	2.20421
NIS for Lidar:	1.87661
NIS for Radar:	1.94619
NIS for Lidar:	0.158474
NIS for Radar:	4.46023
NIS for Lidar:	0.300121
NIS for Radar:	2.07656
NIS for Lidar:	3.45117
NIS for Radar:	2.468
NIS for Lidar:	1.47572
NIS for Radar:	1.4734
NIS for Lidar:	2.35994
NIS for Radar:	8.31393
NIS for Lidar:	0.175761
NIS for Radar:	9.09667
NIS for Lidar:	0.283668
NIS for Radar:	0.19797
NIS for Lidar:	0.682029
NIS for Radar:	2.03261
NIS for Lidar:	0.178181
NIS for Radar:	1.77017
NIS for Lidar:	1.71227
NIS for Radar:	2.26212
NIS for Lidar:	0.176865
NIS for Radar:	1.1211
NIS for Lidar:	3.59016
NIS for Radar:	0.653567
NIS for Lidar:	2.15854
NIS for Radar:	9.65252
NIS for Lidar:	0.378909
NIS for Radar:	2.51612
NIS for Lidar:	1.08029
NIS for Radar:	0.595237
NIS for Lidar:	1.42366
NIS for Radar:	3.08039
NIS for Lidar:	0.102259
NIS for Radar:	5.19606
NIS for Lidar:	0.0456354
NIS for Radar:	2.39756
NIS for Lidar:	4.81259
NIS for Radar:	5.98631
NIS for Lidar:	1.25904
NIS for Radar:	1.33346
NIS for Lidar:	0.272015
NIS for Radar:	1.96233
NIS for Lidar:	2.04631
NIS for Radar:	6.71397
NIS for Lidar:	0.232846
NIS for Radar:	2.19036
NIS for Lidar:	3.76405
NIS for Radar:	8.23621
NIS for Lidar:	3.80487
NIS for Radar:	3.91771
NIS for Lidar:	1.97046
NIS for Radar:	3.82203
NIS for Lidar:	0.760189
NIS for Radar:	3.51017
NIS for Lidar:	0.18373
NIS for Radar:	4.83317
NIS for Lidar:	6.26864
NIS for Radar:	1.83587
NIS for Lidar:	1.57186
NIS for Radar:	4.14869
NIS for Lidar:	4.9203
NIS for Radar:	4.06408
NIS for Lidar:	2.47987
NIS for Radar:	0.840384
NIS for Lidar:	3.29408
NIS for Radar:	0.342531
NIS for Lidar:	2.82377
NIS for Radar:	0.822193
NIS for Lidar:	0.0977567
NIS for Radar:	0.968978
NIS for Lidar:	0.638895
NIS for Radar:	7.44325
NIS for Lidar:	0.761185
NIS for Radar:	6.94543
NIS for Lidar:	1.26104
NIS for Radar:	0.751446
NIS for Lidar:	10.4005
NIS for Radar:	3.80914
NIS for Lidar:	0.0917254
NIS for Radar:	0.459146
NIS for Lidar:	5.9979
NIS for Radar:	2.79991
NIS for Lidar:	0.60581
NIS for Radar:	1.87615
NIS for Lidar:	3.64793
NIS for Radar:	3.21995
NIS for Lidar:	0.941039
NIS for Radar:	7.12212
NIS for Lidar:	2.63135
NIS for Radar:	0.22954
NIS for Lidar:	1.03178
NIS for Radar:	8.08488
NIS for Lidar:	3.24639
NIS for Radar:	3.82336
NIS for Lidar:	1.53959
NIS for Radar:	2.70732
NIS for Lidar:	2.07953
NIS for Radar:	5.85919
NIS for Lidar:	3.92562
NIS for Radar:	2.47912
NIS for Lidar:	7.03146
NIS for Radar:	3.35761
NIS for Lidar:	0.877117
